"","country","year","sex","suicides_no","population","gdp_for_year....","age"
"429","Azerbaijan",2000,"female",2,83300,"5,272,617,196",80
"430","Azerbaijan",2000,"male",1,37950,"5,272,617,196",80
"431","Azerbaijan",2001,"female",7,862100,"5,707,720,391",9.5
"432","Azerbaijan",2001,"male",24,913150,"5,707,720,391",9.5
"433","Azerbaijan",2001,"female",8,759350,"5,707,720,391",19.5
"434","Azerbaijan",2001,"male",56,766400,"5,707,720,391",19.5
"435","Azerbaijan",2001,"female",23,669850,"5,707,720,391",29.5
"436","Azerbaijan",2001,"male",40,603150,"5,707,720,391",29.5
"437","Azerbaijan",2001,"female",16,1052500,"5,707,720,391",44.5
"438","Azerbaijan",2001,"male",79,975300,"5,707,720,391",44.5
"439","Azerbaijan",2001,"female",21,431400,"5,707,720,391",64.5
"440","Azerbaijan",2001,"male",34,357250,"5,707,720,391",64.5
"441","Azerbaijan",2001,"female",6,85900,"5,707,720,391",80
"442","Azerbaijan",2001,"male",3,41650,"5,707,720,391",80
"443","Azerbaijan",2002,"female",0,836300,"6,235,795,104",9.5
"444","Azerbaijan",2002,"male",4,889500,"6,235,795,104",9.5
"445","Azerbaijan",2002,"female",1,781100,"6,235,795,104",19.5
"446","Azerbaijan",2002,"male",9,795800,"6,235,795,104",19.5
"447","Azerbaijan",2002,"female",3,666300,"6,235,795,104",29.5
"448","Azerbaijan",2002,"male",7,603300,"6,235,795,104",29.5
"449","Azerbaijan",2002,"female",8,1096350,"6,235,795,104",44.5
"450","Azerbaijan",2002,"male",32,1011850,"6,235,795,104",44.5
"451","Azerbaijan",2002,"female",6,433050,"6,235,795,104",64.5
"452","Azerbaijan",2002,"male",19,357550,"6,235,795,104",64.5
"453","Azerbaijan",2002,"female",1,89000,"6,235,795,104",80
"454","Azerbaijan",2002,"male",2,45600,"6,235,795,104",80
"455","Azerbaijan",2003,"female",1,800750,"7,276,013,032",9.5
"456","Azerbaijan",2003,"male",7,856250,"7,276,013,032",9.5
"457","Azerbaijan",2003,"female",9,802400,"7,276,013,032",19.5
"458","Azerbaijan",2003,"male",17,823850,"7,276,013,032",19.5
"459","Azerbaijan",2003,"female",3,663050,"7,276,013,032",29.5
"460","Azerbaijan",2003,"male",12,604700,"7,276,013,032",29.5
"461","Azerbaijan",2003,"female",12,1137200,"7,276,013,032",44.5
"462","Azerbaijan",2003,"male",40,1045100,"7,276,013,032",44.5
"463","Azerbaijan",2003,"female",7,435950,"7,276,013,032",64.5
"464","Azerbaijan",2003,"male",14,359800,"7,276,013,032",64.5
"465","Azerbaijan",2003,"female",4,94450,"7,276,013,032",80
"466","Azerbaijan",2003,"male",3,50900,"7,276,013,032",80
"467","Azerbaijan",2004,"female",1,762050,"8,680,472,169",9.5
"468","Azerbaijan",2004,"male",6,819600,"8,680,472,169",9.5
"469","Azerbaijan",2004,"female",4,823000,"8,680,472,169",19.5
"470","Azerbaijan",2004,"male",10,851350,"8,680,472,169",19.5
"471","Azerbaijan",2004,"female",4,662000,"8,680,472,169",29.5
"472","Azerbaijan",2004,"male",15,608900,"8,680,472,169",29.5
"473","Azerbaijan",2004,"female",11,1176300,"8,680,472,169",44.5
"474","Azerbaijan",2004,"male",40,1076600,"8,680,472,169",44.5
"475","Azerbaijan",2004,"female",5,439850,"8,680,472,169",64.5
"476","Azerbaijan",2004,"male",7,362100,"8,680,472,169",64.5
"477","Azerbaijan",2004,"female",5,99600,"8,680,472,169",80
"478","Azerbaijan",2004,"male",0,56900,"8,680,472,169",80
"479","Azerbaijan",2007,"female",0,644000,"33,050,343,783",9.5
"480","Azerbaijan",2007,"male",4,711200,"33,050,343,783",9.5
"481","Azerbaijan",2007,"female",5,872100,"33,050,343,783",19.5
"482","Azerbaijan",2007,"male",3,913150,"33,050,343,783",19.5
"483","Azerbaijan",2007,"female",2,680650,"33,050,343,783",29.5
"484","Azerbaijan",2007,"male",8,647850,"33,050,343,783",29.5
"485","Azerbaijan",2007,"female",5,1267550,"33,050,343,783",44.5
"486","Azerbaijan",2007,"male",15,1146950,"33,050,343,783",44.5
"487","Azerbaijan",2007,"female",1,462700,"33,050,343,783",64.5
"488","Azerbaijan",2007,"male",8,381400,"33,050,343,783",64.5
"489","Azerbaijan",2007,"female",1,118150,"33,050,343,783",80
"490","Azerbaijan",2007,"male",3,75400,"33,050,343,783",80
"491","Bahrain",1985,"female",0,41400,"3,651,861,702",9.5
"492","Bahrain",1985,"male",0,42000,"3,651,861,702",9.5
"493","Bahrain",1985,"female",0,37800,"3,651,861,702",19.5
"494","Bahrain",1985,"male",0,49700,"3,651,861,702",19.5
"495","Bahrain",1985,"female",0,27600,"3,651,861,702",29.5
"496","Bahrain",1985,"male",7,67600,"3,651,861,702",29.5
"497","Bahrain",1985,"female",1,26900,"3,651,861,702",44.5
"498","Bahrain",1985,"male",3,49700,"3,651,861,702",44.5
"499","Bahrain",1985,"female",0,8700,"3,651,861,702",64.5
"500","Bahrain",1985,"male",0,11600,"3,651,861,702",64.5
"501","Bahrain",1985,"female",0,1500,"3,651,861,702",80
"502","Bahrain",1985,"male",0,1400,"3,651,861,702",80
"503","Bahrain",1987,"female",0,42500,"3,392,021,011",9.5
"504","Bahrain",1987,"male",0,43200,"3,392,021,011",9.5
"505","Bahrain",1987,"female",1,38600,"3,392,021,011",19.5
"506","Bahrain",1987,"male",0,49400,"3,392,021,011",19.5
"507","Bahrain",1987,"female",1,27500,"3,392,021,011",29.5
"508","Bahrain",1987,"male",3,63900,"3,392,021,011",29.5
"509","Bahrain",1987,"female",0,27300,"3,392,021,011",44.5
"510","Bahrain",1987,"male",3,47700,"3,392,021,011",44.5
"511","Bahrain",1987,"female",0,8900,"3,392,021,011",64.5
"512","Bahrain",1987,"male",1,11800,"3,392,021,011",64.5
"513","Bahrain",1987,"female",0,1500,"3,392,021,011",80
"514","Bahrain",1987,"male",0,1600,"3,392,021,011",80
"515","Bahrain",1988,"female",0,45400,"3,702,393,617",9.5
"516","Bahrain",1988,"male",0,46500,"3,702,393,617",9.5
"517","Bahrain",1988,"female",0,38300,"3,702,393,617",19.5
"518","Bahrain",1988,"male",1,44100,"3,702,393,617",19.5
"519","Bahrain",1988,"female",0,32000,"3,702,393,617",29.5
"520","Bahrain",1988,"male",8,61600,"3,702,393,617",29.5
"521","Bahrain",1988,"female",1,30900,"3,702,393,617",44.5
"522","Bahrain",1988,"male",4,63500,"3,702,393,617",44.5
"523","Bahrain",1988,"female",0,10300,"3,702,393,617",64.5
"524","Bahrain",1988,"male",0,14400,"3,702,393,617",64.5
"525","Bahrain",1988,"female",0,1400,"3,702,393,617",80
"526","Bahrain",1988,"male",0,1300,"3,702,393,617",80
"527","Bahrain",1997,"female",0,55390,"6,349,202,394",9.5
"528","Bahrain",1997,"male",0,57431,"6,349,202,394",9.5
"529","Bahrain",1997,"female",0,46573,"6,349,202,394",19.5
"530","Bahrain",1997,"male",0,54369,"6,349,202,394",19.5
"531","Bahrain",1997,"female",0,50841,"6,349,202,394",29.5
"532","Bahrain",1997,"male",0,80297,"6,349,202,394",29.5
"533","Bahrain",1997,"female",0,53562,"6,349,202,394",44.5
"534","Bahrain",1997,"male",0,96825,"6,349,202,394",44.5
"535","Bahrain",1997,"female",0,13826,"6,349,202,394",64.5
"536","Bahrain",1997,"male",0,16035,"6,349,202,394",64.5
"537","Bahrain",1997,"female",0,2250,"6,349,202,394",80
"538","Bahrain",1997,"male",0,2355,"6,349,202,394",80
"539","Bahrain",1998,"female",0,56626,"6,183,776,596",9.5
"540","Bahrain",1998,"male",0,58935,"6,183,776,596",9.5
"541","Bahrain",1998,"female",0,48147,"6,183,776,596",19.5
"542","Bahrain",1998,"male",0,56377,"6,183,776,596",19.5
"543","Bahrain",1998,"female",0,51596,"6,183,776,596",29.5
"544","Bahrain",1998,"male",0,80849,"6,183,776,596",29.5
"545","Bahrain",1998,"female",0,56917,"6,183,776,596",44.5
"546","Bahrain",1998,"male",0,101013,"6,183,776,596",44.5
"547","Bahrain",1998,"female",0,14404,"6,183,776,596",64.5
"548","Bahrain",1998,"male",0,16409,"6,183,776,596",64.5
"549","Bahrain",1998,"female",0,2312,"6,183,776,596",80
"550","Bahrain",1998,"male",0,2423,"6,183,776,596",80
"551","Bahrain",1999,"female",0,58374,"6,621,010,372",9.5
"552","Bahrain",1999,"male",0,61554,"6,621,010,372",9.5
"553","Bahrain",1999,"female",1,49631,"6,621,010,372",19.5
"554","Bahrain",1999,"male",2,57914,"6,621,010,372",19.5
"555","Bahrain",1999,"female",1,52339,"6,621,010,372",29.5
"556","Bahrain",1999,"male",8,82791,"6,621,010,372",29.5
"557","Bahrain",1999,"female",1,60568,"6,621,010,372",44.5
"558","Bahrain",1999,"male",4,105903,"6,621,010,372",44.5
"559","Bahrain",1999,"female",0,15017,"6,621,010,372",64.5
"560","Bahrain",1999,"male",0,16810,"6,621,010,372",64.5
"561","Bahrain",1999,"female",0,2339,"6,621,010,372",80
"562","Bahrain",1999,"male",0,2522,"6,621,010,372",80
"563","Bahrain",2000,"female",0,60791,"9,062,906,915",9.5
"564","Bahrain",2000,"male",0,65512,"9,062,906,915",9.5
"565","Bahrain",2000,"female",0,50968,"9,062,906,915",19.5
"566","Bahrain",2000,"male",2,59208,"9,062,906,915",19.5
"567","Bahrain",2000,"female",1,53263,"9,062,906,915",29.5
"568","Bahrain",2000,"male",16,86231,"9,062,906,915",29.5
"569","Bahrain",2000,"female",0,64617,"9,062,906,915",44.5
"570","Bahrain",2000,"male",10,112060,"9,062,906,915",44.5
"571","Bahrain",2000,"female",0,15556,"9,062,906,915",64.5
"572","Bahrain",2000,"male",0,17346,"9,062,906,915",64.5
"573","Bahrain",2000,"female",0,2394,"9,062,906,915",80
"574","Bahrain",2000,"male",0,2648,"9,062,906,915",80
"575","Bahrain",2001,"female",0,62316,"8,976,207,713",9.5
"576","Bahrain",2001,"male",1,67127,"8,976,207,713",9.5
"577","Bahrain",2001,"female",1,54497,"8,976,207,713",19.5
"578","Bahrain",2001,"male",2,68309,"8,976,207,713",19.5
"579","Bahrain",2001,"female",1,55961,"8,976,207,713",29.5
"580","Bahrain",2001,"male",8,90920,"8,976,207,713",29.5
"581","Bahrain",2001,"female",1,67856,"8,976,207,713",44.5
"582","Bahrain",2001,"male",8,118151,"8,976,207,713",44.5
"583","Bahrain",2001,"female",0,15791,"8,976,207,713",64.5
"584","Bahrain",2001,"male",1,17917,"8,976,207,713",64.5
"585","Bahrain",2001,"female",0,2544,"8,976,207,713",80
"586","Bahrain",2001,"male",0,2694,"8,976,207,713",80
"587","Bahrain",2002,"female",0,63714,"9,632,155,053",9.5
"588","Bahrain",2002,"male",0,68596,"9,632,155,053",9.5
"589","Bahrain",2002,"female",2,57599,"9,632,155,053",19.5
"590","Bahrain",2002,"male",2,76442,"9,632,155,053",19.5
"591","Bahrain",2002,"female",1,59350,"9,632,155,053",29.5
"592","Bahrain",2002,"male",7,97288,"9,632,155,053",29.5
"593","Bahrain",2002,"female",4,71376,"9,632,155,053",44.5
"594","Bahrain",2002,"male",9,126500,"9,632,155,053",44.5
"595","Bahrain",2002,"female",0,16006,"9,632,155,053",64.5
"596","Bahrain",2002,"male",0,18646,"9,632,155,053",64.5
"597","Bahrain",2002,"female",0,2738,"9,632,155,053",80
"598","Bahrain",2002,"male",0,2755,"9,632,155,053",80
"599","Bahrain",2003,"female",0,65298,"11,074,822,074",9.5
"600","Bahrain",2003,"male",0,70584,"11,074,822,074",9.5
"601","Bahrain",2003,"female",0,60298,"11,074,822,074",19.5
"602","Bahrain",2003,"male",3,83143,"11,074,822,074",19.5
"603","Bahrain",2003,"female",5,63380,"11,074,822,074",29.5
"604","Bahrain",2003,"male",9,105799,"11,074,822,074",29.5
"605","Bahrain",2003,"female",0,75430,"11,074,822,074",44.5
"606","Bahrain",2003,"male",17,137287,"11,074,822,074",44.5
"607","Bahrain",2003,"female",0,16343,"11,074,822,074",64.5
"608","Bahrain",2003,"male",0,19574,"11,074,822,074",64.5
"609","Bahrain",2003,"female",0,2946,"11,074,822,074",80
"610","Bahrain",2003,"male",0,2831,"11,074,822,074",80
"611","Bahrain",2004,"female",0,67313,"13,150,166,755",9.5
"612","Bahrain",2004,"male",0,73422,"13,150,166,755",9.5
"613","Bahrain",2004,"female",1,62699,"13,150,166,755",19.5
"614","Bahrain",2004,"male",2,88431,"13,150,166,755",19.5
"615","Bahrain",2004,"female",3,68052,"13,150,166,755",29.5
"616","Bahrain",2004,"male",19,116777,"13,150,166,755",29.5
"617","Bahrain",2004,"female",3,80288,"13,150,166,755",44.5
"618","Bahrain",2004,"male",10,150835,"13,150,166,755",44.5
"619","Bahrain",2004,"female",0,16975,"13,150,166,755",64.5
"620","Bahrain",2004,"male",4,20717,"13,150,166,755",64.5
"621","Bahrain",2004,"female",0,3126,"13,150,166,755",80
"622","Bahrain",2004,"male",0,2924,"13,150,166,755",80
"623","Bahrain",2005,"female",0,66362,"15,968,726,862",9.5
"624","Bahrain",2005,"male",0,69742,"15,968,726,862",9.5
"625","Bahrain",2005,"female",2,64792,"15,968,726,862",19.5
"626","Bahrain",2005,"male",4,79928,"15,968,726,862",19.5
"627","Bahrain",2005,"female",3,73758,"15,968,726,862",29.5
"628","Bahrain",2005,"male",15,142375,"15,968,726,862",29.5
"629","Bahrain",2005,"female",2,92102,"15,968,726,862",44.5
"630","Bahrain",2005,"male",14,174785,"15,968,726,862",44.5
"631","Bahrain",2005,"female",0,19983,"15,968,726,862",64.5
"632","Bahrain",2005,"male",2,27261,"15,968,726,862",64.5
"633","Bahrain",2005,"female",0,4389,"15,968,726,862",80
"634","Bahrain",2005,"male",0,4063,"15,968,726,862",80
"635","Bahrain",2006,"female",0,68590,"18,505,053,191",9.5
"636","Bahrain",2006,"male",0,71974,"18,505,053,191",9.5
"637","Bahrain",2006,"female",3,69020,"18,505,053,191",19.5
"638","Bahrain",2006,"male",1,86090,"18,505,053,191",19.5
"639","Bahrain",2006,"female",5,80271,"18,505,053,191",29.5
"640","Bahrain",2006,"male",12,158656,"18,505,053,191",29.5
"641","Bahrain",2006,"female",3,100668,"18,505,053,191",44.5
"642","Bahrain",2006,"male",3,192597,"18,505,053,191",44.5
"643","Bahrain",2006,"female",0,21363,"18,505,053,191",64.5
"644","Bahrain",2006,"male",1,29960,"18,505,053,191",64.5
"645","Bahrain",2006,"female",0,4915,"18,505,053,191",80
"646","Bahrain",2006,"male",0,4439,"18,505,053,191",80
"647","Bahrain",2007,"female",0,70861,"21,730,000,000",9.5
"648","Bahrain",2007,"male",0,74222,"21,730,000,000",9.5
"649","Bahrain",2007,"female",1,73617,"21,730,000,000",19.5
"650","Bahrain",2007,"male",5,92875,"21,730,000,000",19.5
"651","Bahrain",2007,"female",3,87472,"21,730,000,000",29.5
"652","Bahrain",2007,"male",14,176938,"21,730,000,000",29.5
"653","Bahrain",2007,"female",2,110173,"21,730,000,000",44.5
"654","Bahrain",2007,"male",13,212426,"21,730,000,000",44.5
"655","Bahrain",2007,"female",0,22872,"21,730,000,000",64.5
"656","Bahrain",2007,"male",2,32965,"21,730,000,000",64.5
"657","Bahrain",2007,"female",0,5497,"21,730,000,000",80
"658","Bahrain",2007,"male",0,4852,"21,730,000,000",80
"659","Bahrain",2008,"female",0,72955,"25,710,877,660",9.5
"660","Bahrain",2008,"male",0,76617,"25,710,877,660",9.5
"661","Bahrain",2008,"female",3,76246,"25,710,877,660",19.5
"662","Bahrain",2008,"male",0,96458,"25,710,877,660",19.5
"663","Bahrain",2008,"female",2,93449,"25,710,877,660",29.5
"664","Bahrain",2008,"male",21,196832,"25,710,877,660",29.5
"665","Bahrain",2008,"female",3,115468,"25,710,877,660",44.5
"666","Bahrain",2008,"male",13,225866,"25,710,877,660",44.5
"667","Bahrain",2008,"female",0,24495,"25,710,877,660",64.5
"668","Bahrain",2008,"male",1,35879,"25,710,877,660",64.5
"669","Bahrain",2008,"female",0,5191,"25,710,877,660",80
"670","Bahrain",2008,"male",0,4654,"25,710,877,660",80
"671","Bahrain",2009,"female",0,75122,"22,938,218,085",9.5
"672","Bahrain",2009,"male",2,79180,"22,938,218,085",9.5
"673","Bahrain",2009,"female",0,80832,"22,938,218,085",19.5
"674","Bahrain",2009,"male",4,102256,"22,938,218,085",19.5
"675","Bahrain",2009,"female",4,99580,"22,938,218,085",29.5
"676","Bahrain",2009,"male",9,222448,"22,938,218,085",29.5
"677","Bahrain",2009,"female",2,118835,"22,938,218,085",44.5
"678","Bahrain",2009,"male",14,242558,"22,938,218,085",44.5
"679","Bahrain",2009,"female",0,25915,"22,938,218,085",64.5
"680","Bahrain",2009,"male",1,38002,"22,938,218,085",64.5
"681","Bahrain",2009,"female",0,4103,"22,938,218,085",80
"682","Bahrain",2009,"male",0,4091,"22,938,218,085",80
"683","Bahrain",2010,"female",0,77140,"25,713,271,277",9.5
"684","Bahrain",2010,"male",0,81414,"25,713,271,277",9.5
"685","Bahrain",2010,"female",1,80571,"25,713,271,277",19.5
"686","Bahrain",2010,"male",0,103388,"25,713,271,277",19.5
"687","Bahrain",2010,"female",1,104368,"25,713,271,277",29.5
"688","Bahrain",2010,"male",6,235591,"25,713,271,277",29.5
"689","Bahrain",2010,"female",2,125709,"25,713,271,277",44.5
"690","Bahrain",2010,"male",8,252232,"25,713,271,277",44.5
"691","Bahrain",2010,"female",0,27834,"25,713,271,277",64.5
"692","Bahrain",2010,"male",1,41999,"25,713,271,277",64.5
"693","Bahrain",2010,"female",0,4625,"25,713,271,277",80
"694","Bahrain",2010,"male",0,4289,"25,713,271,277",80
"695","Bahrain",2011,"female",1,77270,"28,776,595,745",9.5
"696","Bahrain",2011,"male",0,81209,"28,776,595,745",9.5
"697","Bahrain",2011,"female",1,75788,"28,776,595,745",19.5
"698","Bahrain",2011,"male",3,101695,"28,776,595,745",19.5
"699","Bahrain",2011,"female",2,98138,"28,776,595,745",29.5
"700","Bahrain",2011,"male",4,220691,"28,776,595,745",29.5
"701","Bahrain",2011,"female",2,123582,"28,776,595,745",44.5
"702","Bahrain",2011,"male",4,242955,"28,776,595,745",44.5
"703","Bahrain",2011,"female",0,29140,"28,776,595,745",64.5
"704","Bahrain",2011,"male",1,43883,"28,776,595,745",64.5
"705","Bahrain",2011,"female",0,4742,"28,776,595,745",80
"706","Bahrain",2011,"male",0,4369,"28,776,595,745",80
"707","Bahrain",2012,"female",0,81275,"30,749,308,511",9.5
"708","Bahrain",2012,"male",0,85538,"30,749,308,511",9.5
"709","Bahrain",2012,"female",0,81091,"30,749,308,511",19.5
"710","Bahrain",2012,"male",1,111603,"30,749,308,511",19.5
"711","Bahrain",2012,"female",1,110796,"30,749,308,511",29.5
"712","Bahrain",2012,"male",11,237133,"30,749,308,511",29.5
"713","Bahrain",2012,"female",0,135976,"30,749,308,511",44.5
"714","Bahrain",2012,"male",6,268027,"30,749,308,511",44.5
"715","Bahrain",2012,"female",0,31641,"30,749,308,511",64.5
"716","Bahrain",2012,"male",0,50001,"30,749,308,511",64.5
"717","Bahrain",2012,"female",0,4548,"30,749,308,511",80
"718","Bahrain",2012,"male",0,4149,"30,749,308,511",80
"719","Bahrain",2013,"female",0,82726,"32,539,547,872",9.5
"720","Bahrain",2013,"male",0,86269,"32,539,547,872",9.5
"721","Bahrain",2013,"female",0,80476,"32,539,547,872",19.5
"722","Bahrain",2013,"male",1,110064,"32,539,547,872",19.5
"723","Bahrain",2013,"female",0,112513,"32,539,547,872",29.5
"724","Bahrain",2013,"male",2,237632,"32,539,547,872",29.5
"725","Bahrain",2013,"female",0,139352,"32,539,547,872",44.5
"726","Bahrain",2013,"male",2,269162,"32,539,547,872",44.5
"727","Bahrain",2013,"female",0,33780,"32,539,547,872",64.5
"728","Bahrain",2013,"male",0,53308,"32,539,547,872",64.5
"729","Bahrain",2013,"female",0,4859,"32,539,547,872",80
"730","Bahrain",2013,"male",0,4351,"32,539,547,872",80
"731","Bahrain",2014,"female",0,82452,"33,387,712,766",9.5
"732","Bahrain",2014,"male",0,86539,"33,387,712,766",9.5
"733","Bahrain",2014,"female",0,78926,"33,387,712,766",19.5
"734","Bahrain",2014,"male",4,100635,"33,387,712,766",19.5
"735","Bahrain",2014,"female",1,110838,"33,387,712,766",29.5
"736","Bahrain",2014,"male",3,237952,"33,387,712,766",29.5
"737","Bahrain",2014,"female",0,139103,"33,387,712,766",44.5
"738","Bahrain",2014,"male",1,258922,"33,387,712,766",44.5
"739","Bahrain",2014,"female",0,41406,"33,387,712,766",64.5
"740","Bahrain",2014,"male",0,64351,"33,387,712,766",64.5
"741","Bahrain",2014,"female",0,6154,"33,387,712,766",80
"742","Bahrain",2014,"male",0,6688,"33,387,712,766",80
"743","Georgia",1990,"female",0,428500,"7,753,501,868",9.5
"744","Georgia",1990,"male",0,444500,"7,753,501,868",9.5
"745","Georgia",1990,"female",4,415850,"7,753,501,868",19.5
"746","Georgia",1990,"male",23,424000,"7,753,501,868",19.5
"747","Georgia",1990,"female",4,451450,"7,753,501,868",29.5
"748","Georgia",1990,"male",23,422400,"7,753,501,868",29.5
"749","Georgia",1990,"female",22,682450,"7,753,501,868",44.5
"750","Georgia",1990,"male",44,616350,"7,753,501,868",44.5
"751","Georgia",1990,"female",18,525250,"7,753,501,868",64.5
"752","Georgia",1990,"male",36,377250,"7,753,501,868",64.5
"753","Georgia",1990,"female",8,136200,"7,753,501,868",80
"754","Georgia",1990,"male",14,62200,"7,753,501,868",80
"755","Georgia",1991,"female",1,428250,"6,357,615,894",9.5
"756","Georgia",1991,"male",0,444450,"6,357,615,894",9.5
"757","Georgia",1991,"female",4,418300,"6,357,615,894",19.5
"758","Georgia",1991,"male",12,425700,"6,357,615,894",19.5
"759","Georgia",1991,"female",4,447700,"6,357,615,894",29.5
